guid/image	labels	scores	boxes
/rob535-fall2021-final-project-data//est/	[2, 0, 2, 0, 0]	[0.6623925566673279, 0.23155781626701355, 0.2157360315322876, 0.19959300756454468, 0.16050377488136292]	[[0.4310740530490875, 0.23460793495178223, 0.4667581021785736, 0.2598839998245239], [0.4310740530490875, 0.23460793495178223, 0.4667581021785736, 0.2598839998245239], [0.43072664737701416, 0.19382049143314362, 0.45600426197052, 0.20999108254909515], [0.43072664737701416, 0.19382049143314362, 0.45600426197052, 0.20999108254909515], [0.4214443266391754, 0.12430564314126968, 0.4504469335079193, 0.1400967240333557]]
/rob535-fall2021-final-project-data//est/	[8, 63, 8, 0, 0]	[0.11785662174224854, 0.10639944672584534, 0.09321287274360657, 0.09077563881874084, 0.08921939134597778]	[[0.14017757773399353, 0.7841153740882874, 0.41623732447624207, 0.9562000632286072], [0.009922891855239868, 0.09082085639238358, 0.37472888827323914, 0.3246452808380127], [0.1192021369934082, 0.7524182796478271, 0.4361388683319092, 0.8880898952484131], [0.4247516989707947, 0.6590772867202759, 0.4582107663154602, 0.6777154207229614], [0.4048141539096832, 0.33479082584381104, 0.43107184767723083, 0.34738075733184814]]
/rob535-fall2021-final-project-data//est/	[2, 0, 0, 2, 2]	[0.4901197850704193, 0.23540326952934265, 0.2086528241634369, 0.171232670545578, 0.15470239520072937]	[[0.4306867718696594, 0.06404808163642883, 0.45669418573379517, 0.08952292799949646], [0.4306867718696594, 0.06404808163642883, 0.45669418573379517, 0.08952292799949646], [0.4264857769012451, 0.19337794184684753, 0.45112907886505127, 0.21468165516853333], [0.4288363754749298, 0.016797080636024475, 0.45739254355430603, 0.050191037356853485], [0.42743781208992004, 0.21535201370716095, 0.4552535116672516, 0.2466738373041153]]
/rob535-fall2021-final-project-data//est/	[0, 2, 9, 0, 2]	[0.27852964401245117, 0.1796870231628418, 0.08832842111587524, 0.08677294850349426, 0.08139511942863464]	[[0.10672134160995483, 0.3700101375579834, 0.42701876163482666, 0.485371470451355], [0.3959982693195343, 0.5466532111167908, 0.4163912832736969, 0.5717493891716003], [0.2028513252735138, 0.9558924436569214, 0.2783384621143341, 0.9890575408935547], [0.386008083820343, 0.35071441531181335, 0.40934693813323975, 0.3615861237049103], [0.4028104841709137, 0.5795814990997314, 0.42636749148368835, 0.6193269491195679]]
/rob535-fall2021-final-project-data//est/	[0, 9, 0, 0, 14]	[0.30083388090133667, 0.1070849597454071, 0.09926164150238037, 0.09276875853538513, 0.08313983678817749]	[[0.3333266079425812, 0.8402000665664673, 0.4309544265270233, 0.8793096542358398], [0.34015339612960815, 0.6636636257171631, 0.36389386653900146, 0.679922342300415], [0.33944937586784363, 0.8075844645500183, 0.41705313324928284, 0.8570508360862732], [0.37320446968078613, 0.07529958337545395, 0.429682195186615, 0.10324440151453018], [0.38130688667297363, 0.9319542646408081, 0.42700767517089844, 0.9944071769714355]]
/rob535-fall2021-final-project-data//est/	[0, 9, 2, 2, 9]	[0.6230965852737427, 0.25979429483413696, 0.24082180857658386, 0.16773828864097595, 0.12972551584243774]	[[0.3800751864910126, 0.5008859634399414, 0.4065573513507843, 0.5122708082199097], [0.22584792971611023, 0.3964032828807831, 0.2633696496486664, 0.40932759642601013], [0.38044440746307373, 0.4436684846878052, 0.40448200702667236, 0.460701584815979], [0.3808556795120239, 0.32548022270202637, 0.40893155336380005, 0.34764915704727173], [0.2813832759857178, 0.4009867012500763, 0.3056491017341614, 0.41173455119132996]]
/rob535-fall2021-final-project-data//est/	[2, 0, 9, 2, 0]	[0.08824354410171509, 0.08406335115432739, 0.05633166432380676, 0.0556587278842926, 0.053162187337875366]	[[0.3994958698749542, 0.5480695366859436, 0.41838547587394714, 0.5687381625175476], [0.1291288137435913, 0.3820689916610718, 0.418204128742218, 0.47852814197540283], [0.3080601990222931, 0.6581703424453735, 0.32570913434028625, 0.6694943904876709], [0.0, 0.006971955299377441, 0.4142496883869171, 0.2956499457359314], [0.39053866267204285, 0.5197323560714722, 0.4083351790904999, 0.5320945978164673]]
/rob535-fall2021-final-project-data//est/	[2, 2, 2, 2, 27]	[0.07435742020606995, 0.07010868191719055, 0.06666317582130432, 0.05993303656578064, 0.051667094230651855]	[[0.39396899938583374, 0.26569926738739014, 0.42679721117019653, 0.29273784160614014], [0.401094526052475, 0.3717667758464813, 0.4299181401729584, 0.41557076573371887], [0.4102528989315033, 0.14919044077396393, 0.4533930718898773, 0.20811031758785248], [0.4048716425895691, 0.0938761979341507, 0.46003323793411255, 0.17716632783412933], [0.0, 0.6183148622512817, 0.4065585434436798, 0.7125171422958374]]
/rob535-fall2021-final-project-data//est/	[0, 0, 0, 0, 0]	[0.1348239779472351, 0.11999112367630005, 0.10742467641830444, 0.09932750463485718, 0.09420377016067505]	[[0.39580589532852173, 0.24807420372962952, 0.41420209407806396, 0.25630614161491394], [0.4061264395713806, 0.5721030235290527, 0.4246206283569336, 0.580048680305481], [0.4053317606449127, 0.5174022912979126, 0.42208006978034973, 0.5266070365905762], [0.40439969301223755, 0.466976523399353, 0.4283331036567688, 0.4785959720611572], [0.3887920379638672, 0.29229941964149475, 0.41277647018432617, 0.30393996834754944]]
/rob535-fall2021-final-project-data//est/	[0, 0, 0, 2, 0]	[0.27204185724258423, 0.16687634587287903, 0.09483638405799866, 0.0853925347328186, 0.08508619666099548]	[[0.39906954765319824, 0.5577914118766785, 0.41885292530059814, 0.5682592988014221], [0.4006505310535431, 0.5251280665397644, 0.41930970549583435, 0.5322980284690857], [0.41372615098953247, 0.4640082120895386, 0.43307799100875854, 0.47154784202575684], [0.39906954765319824, 0.5577914118766785, 0.41885292530059814, 0.5682592988014221], [0.3942977786064148, 0.30726751685142517, 0.41452276706695557, 0.31669870018959045]]
/rob535-fall2021-final-project-data//est/	[2, 0, 0, 9, 2]	[0.7943507432937622, 0.18856465816497803, 0.16717904806137085, 0.0907624363899231, 0.07133063673973083]	[[0.350414514541626, 0.15013468265533447, 0.5521158576011658, 0.3701512813568115], [0.37405523657798767, 0.29174768924713135, 0.40000584721565247, 0.3111773729324341], [0.37617579102516174, 0.23973138630390167, 0.4011355936527252, 0.258445680141449], [0.282765656709671, 0.42844095826148987, 0.31891950964927673, 0.43936219811439514], [0.410350501537323, 0.10124602913856506, 0.4826076030731201, 0.17178821563720703]]
/rob535-fall2021-final-project-data//est/	[2, 9, 9, 2, 9]	[0.11868160963058472, 0.08414149284362793, 0.07794886827468872, 0.07166096568107605, 0.07063981890678406]	[[0.408265084028244, 0.24268633127212524, 0.4264991581439972, 0.26050329208374023], [0.32392314076423645, 0.5163059830665588, 0.3643743097782135, 0.5323368906974792], [0.31988075375556946, 0.4322245419025421, 0.3779502809047699, 0.45771321654319763], [0.4059944748878479, 0.2923204004764557, 0.4271271824836731, 0.30805835127830505], [0.2580644190311432, 0.25566110014915466, 0.29389670491218567, 0.26658710837364197]]
/rob535-fall2021-final-project-data//est/	[0, 9, 2, 2, 0]	[0.3509911298751831, 0.19078412652015686, 0.17605403065681458, 0.1323060393333435, 0.11958852410316467]	[[0.4091147780418396, 0.50620436668396, 0.4329456686973572, 0.5180572271347046], [0.26146644353866577, 0.3881691098213196, 0.33106064796447754, 0.40643584728240967], [0.40809258818626404, 0.44580721855163574, 0.4301038682460785, 0.4577031135559082], [0.4091147780418396, 0.50620436668396, 0.4329456686973572, 0.5180572271347046], [0.405028760433197, 0.4026344120502472, 0.43405407667160034, 0.41576847434043884]]
/rob535-fall2021-final-project-data//est/	[63, 2, 2, 0, 0]	[0.07703942060470581, 0.05993649363517761, 0.0586283802986145, 0.05489927530288696, 0.03767174482345581]	[[0.4316491186618805, 0.01772121712565422, 0.5398241877555847, 0.11070676147937775], [0.4067985713481903, 0.3749980628490448, 0.4262450039386749, 0.3973330557346344], [0.40530696511268616, 0.35105809569358826, 0.42835548520088196, 0.3765222728252411], [0.34073442220687866, 0.0, 0.9677690863609314, 0.13204777240753174], [0.10862517356872559, 0.04102024435997009, 0.8778446316719055, 0.9076442718505859]]
/rob535-fall2021-final-project-data//est/	[2, 0, 2, 2, 2]	[0.056067466735839844, 0.04999583959579468, 0.048657357692718506, 0.048232436180114746, 0.046303242444992065]	[[0.4104297459125519, 0.2211916595697403, 0.42988917231559753, 0.27157482504844666], [0.3792880177497864, 0.008767381310462952, 0.5229618549346924, 0.0717630609869957], [0.4115675091743469, 0.2654845714569092, 0.42992275953292847, 0.30234628915786743], [0.41997411847114563, 0.13606321811676025, 0.43447521328926086, 0.16305044293403625], [0.40819332003593445, 0.33663246035575867, 0.42533430457115173, 0.36467716097831726]]
/rob535-fall2021-final-project-data//est/	[0, 9, 0, 2, 9]	[0.20126381516456604, 0.1238134503364563, 0.11771741509437561, 0.10940536856651306, 0.09639188647270203]	[[0.39427873492240906, 0.5534566044807434, 0.41922101378440857, 0.5662193894386292], [0.28602802753448486, 0.38568729162216187, 0.3134913444519043, 0.39524292945861816], [0.399860680103302, 0.5241379737854004, 0.42160218954086304, 0.5317704677581787], [0.4135083258152008, 0.3439767062664032, 0.4332592785358429, 0.3589225709438324], [0.2882573902606964, 0.3681063652038574, 0.322863906621933, 0.3785945177078247]]
/rob535-fall2021-final-project-data//est/	[0, 2, 27, 0, 27]	[0.08285528421401978, 0.07294914126396179, 0.07024478912353516, 0.07006651163101196, 0.06670206785202026]	[[0.41734129190444946, 0.5693327784538269, 0.4473651647567749, 0.5823604464530945], [0.4078226387500763, 0.5115459561347961, 0.42747727036476135, 0.5228222012519836], [0.005679666996002197, 0.036740146577358246, 0.36205244064331055, 0.20675209164619446], [0.4078226387500763, 0.5115459561347961, 0.42747727036476135, 0.5228222012519836], [0.2211797535419464, 0.04951699078083038, 0.3576814830303192, 0.22901342809200287]]
/rob535-fall2021-final-project-data//est/	[9, 2, 2, 15, 2]	[0.20048734545707703, 0.08611395955085754, 0.08242779970169067, 0.07723411917686462, 0.06988969445228577]	[[0.35915055871009827, 0.5261969566345215, 0.3790195882320404, 0.5317744016647339], [0.4401542544364929, 0.6538268327713013, 0.464935302734375, 0.6943464279174805], [0.40545654296875, 0.5527167320251465, 0.41937804222106934, 0.566617488861084], [0.023292627185583115, 0.6341062784194946, 0.04848850145936012, 0.6492601633071899], [0.4095340967178345, 0.3937436044216156, 0.4300098419189453, 0.4119947850704193]]
/rob535-fall2021-final-project-data//est/	[9, 2, 84, 9, 2]	[0.1414400339126587, 0.12925690412521362, 0.11031860113143921, 0.10845676064491272, 0.07997563481330872]	[[0.23453384637832642, 0.7851136922836304, 0.3200925588607788, 0.8343139886856079], [0.3815864324569702, 0.004743859171867371, 0.4101133942604065, 0.039469778537750244], [0.2968728244304657, 0.34372496604919434, 0.324200302362442, 0.3597610592842102], [0.31913748383522034, 0.9362800717353821, 0.362373024225235, 0.9589663147926331], [0.40864530205726624, 0.5126297473907471, 0.42319968342781067, 0.5248210430145264]]
/rob535-fall2021-final-project-data//est/	[2, 2, 0, 0, 2]	[0.6415600776672363, 0.34882301092147827, 0.33842504024505615, 0.14076441526412964, 0.13545092940330505]	[[0.39450472593307495, 0.5614832639694214, 0.41505008935928345, 0.5823007822036743], [0.40408656001091003, 0.5132331848144531, 0.41986218094825745, 0.5239454507827759], [0.4235265552997589, 0.7222461104393005, 0.4878681004047394, 0.7495613694190979], [0.4457663297653198, 0.7330676317214966, 0.5396904945373535, 0.774216890335083], [0.40778398513793945, 0.45920392870903015, 0.4221996068954468, 0.46929022669792175]]
/rob535-fall2021-final-project-data//est/	[0, 2, 0, 0, 0]	[0.5614285469055176, 0.41780951619148254, 0.40508320927619934, 0.28675222396850586, 0.16387206315994263]	[[0.4241183400154114, 0.2927381694316864, 0.458041787147522, 0.3137340843677521], [0.4241183400154114, 0.2927381694316864, 0.458041787147522, 0.3137340843677521], [0.41135889291763306, 0.2459186315536499, 0.4505450129508972, 0.26452118158340454], [0.4109453558921814, 0.12281672656536102, 0.45901817083358765, 0.14946942031383514], [0.41661232709884644, 0.18485698103904724, 0.4509125351905823, 0.20209136605262756]]
/rob535-fall2021-final-project-data//est/	[2, 2, 2, 0, 2]	[0.36931923031806946, 0.36636656522750854, 0.29278427362442017, 0.28761017322540283, 0.2445572316646576]	[[0.3909090459346771, 0.529297411441803, 0.4319564402103424, 0.557112991809845], [0.3834589123725891, 0.42491844296455383, 0.4193350672721863, 0.4546056091785431], [0.3750688433647156, 0.6453494429588318, 0.41240209341049194, 0.6877425312995911], [0.3984663188457489, 0.515865683555603, 0.4267410933971405, 0.5293666124343872], [0.3984663188457489, 0.515865683555603, 0.4267410933971405, 0.5293666124343872]]
/rob535-fall2021-final-project-data//est/	[2, 2, 2, 2, 2]	[0.3315078616142273, 0.3187495768070221, 0.2740930914878845, 0.24616169929504395, 0.1759113371372223]	[[0.40752750635147095, 0.403311550617218, 0.4339507222175598, 0.4312359094619751], [0.4175029397010803, 0.4041435420513153, 0.4507791996002197, 0.4326377809047699], [0.40235379338264465, 0.516258955001831, 0.42290374636650085, 0.5300999879837036], [0.4078364074230194, 0.44587796926498413, 0.4284740388393402, 0.45982247591018677], [0.4038294553756714, 0.5546471476554871, 0.422787606716156, 0.5707123875617981]]
/rob535-fall2021-final-project-data//est/	[0, 0, 2, 0, 0]	[0.61958909034729, 0.43292465806007385, 0.09408500790596008, 0.09367430210113525, 0.08878380060195923]	[[0.4035118520259857, 0.44797495007514954, 0.45588740706443787, 0.47672757506370544], [0.40850386023521423, 0.46156224608421326, 0.4359150826931, 0.47645673155784607], [0.4035118520259857, 0.44797495007514954, 0.45588740706443787, 0.47672757506370544], [0.41058674454689026, 0.4845147430896759, 0.43719300627708435, 0.49866607785224915], [0.27216455340385437, 0.0016998294740915298, 0.45862212777137756, 0.0514700785279274]]
/rob535-fall2021-final-project-data//est/	[9, 9, 9, 9, 9]	[0.14915141463279724, 0.11795225739479065, 0.110128253698349, 0.094940185546875, 0.08171069622039795]	[[0.2643652856349945, 0.4703008830547333, 0.303329735994339, 0.4804236590862274], [0.35965633392333984, 0.5113680362701416, 0.3780059814453125, 0.5192050933837891], [0.2959325611591339, 0.7597594857215881, 0.3982178270816803, 0.786156952381134], [0.3220209777355194, 0.29982444643974304, 0.3585498034954071, 0.3166596591472626], [0.3548693358898163, 0.5670983195304871, 0.3761771619319916, 0.5760597586631775]]
/rob535-fall2021-final-project-data//est/	[2, 2, 9, 9, 9]	[0.3186757564544678, 0.2845768332481384, 0.24470707774162292, 0.21475252509117126, 0.16547060012817383]	[[0.3939865529537201, 0.5923894047737122, 0.4155571162700653, 0.624162495136261], [0.3930022716522217, 0.5581479072570801, 0.4091893434524536, 0.5752333402633667], [0.2813848853111267, 0.2350488007068634, 0.3345133662223816, 0.25468459725379944], [0.3604009449481964, 0.5372640490531921, 0.37546786665916443, 0.5430669188499451], [0.3469133973121643, 0.5512871742248535, 0.3638305068016052, 0.5601078271865845]]
/rob535-fall2021-final-project-data//est/	[9, 62, 2, 62, 2]	[0.11727195978164673, 0.059747010469436646, 0.05628272891044617, 0.054820358753204346, 0.05344119668006897]	[[0.15772685408592224, 0.37817540764808655, 0.28758570551872253, 0.41354498267173767], [0.4360254406929016, 0.06914785504341125, 0.9947430491447449, 0.9770300388336182], [0.44421908259391785, 0.3444540798664093, 0.45876654982566833, 0.36373552680015564], [0.40041688084602356, 0.586224377155304, 1.0, 1.0], [0.4405730962753296, 0.2238229215145111, 0.4617522358894348, 0.26047971844673157]]
/rob535-fall2021-final-project-data//est/	[2, 2, 0, 2, 0]	[0.2821798324584961, 0.23668473958969116, 0.14124995470046997, 0.13498836755752563, 0.09674867987632751]	[[0.4125189781188965, 0.1574181467294693, 0.45489609241485596, 0.19391511380672455], [0.40426185727119446, 0.06904078274965286, 0.43012216687202454, 0.08688981086015701], [0.41796308755874634, 0.1548829972743988, 0.44971174001693726, 0.1696985960006714], [0.40011823177337646, 0.015299859456717968, 0.43113642930984497, 0.04160422831773758], [0.40426185727119446, 0.06904078274965286, 0.43012216687202454, 0.08688981086015701]]
/rob535-fall2021-final-project-data//est/	[2, 15, 0, 6, 0]	[0.12061479687690735, 0.10863754153251648, 0.056973814964294434, 0.049695342779159546, 0.048636794090270996]	[[0.4328111410140991, 0.21774396300315857, 0.462924599647522, 0.25908222794532776], [0.009436370804905891, 0.688532829284668, 0.02132423222064972, 0.6995337009429932], [0.4319947361946106, 0.1970558613538742, 0.4619746804237366, 0.21384336054325104], [0.3405288755893707, 0.0, 0.4516625702381134, 0.224583238363266], [0.18426713347434998, 0.0656147301197052, 0.8212692737579346, 0.8420746326446533]]
/rob535-fall2021-final-project-data//est/	[9, 9, 2, 2, 2]	[0.402147114276886, 0.14097356796264648, 0.12329712510108948, 0.09949234127998352, 0.08618903160095215]	[[0.2310231328010559, 0.687885582447052, 0.305849552154541, 0.7135617136955261], [0.23326855897903442, 0.6832830905914307, 0.30847543478012085, 0.7045201063156128], [0.41030198335647583, 0.6087692975997925, 0.4246635437011719, 0.6292058229446411], [0.4019467234611511, 0.5635323524475098, 0.4166145920753479, 0.5810590982437134], [0.415762335062027, 0.6661213040351868, 0.4314187467098236, 0.6836866736412048]]
/rob535-fall2021-final-project-data//est/	[0, 0, 2, 32, 2]	[0.11377647519111633, 0.08632269501686096, 0.0783328115940094, 0.07833170890808105, 0.06608384847640991]	[[0.32099443674087524, 0.858354389667511, 0.3879395127296448, 0.8922119736671448], [0.32500529289245605, 0.7358112931251526, 0.3812248110771179, 0.7679845690727234], [0.3907184898853302, 0.6048675775527954, 0.4153102934360504, 0.6377531290054321], [0.011767804622650146, 0.012563943862915039, 0.5282478332519531, 0.9031941890716553], [0.35820356011390686, 0.49763932824134827, 0.3770107924938202, 0.5102016925811768]]
/rob535-fall2021-final-project-data//est/	[2, 2, 2, 27, 27]	[0.20756950974464417, 0.16728615760803223, 0.1229010820388794, 0.060791075229644775, 0.058455318212509155]	[[0.3948015570640564, 0.23325172066688538, 0.42675113677978516, 0.26155170798301697], [0.4047015607357025, 0.09995509684085846, 0.45283618569374084, 0.1775309294462204], [0.41119134426116943, 0.15340635180473328, 0.4388071894645691, 0.19570720195770264], [7.643550634384155e-05, 0.3843211233615875, 0.15921711921691895, 0.7809202671051025], [0.0, 0.420806348323822, 0.1057819053530693, 0.7747082114219666]]
/rob535-fall2021-final-project-data//est/	[0, 0, 0, 9, 0]	[0.5026538968086243, 0.19137930870056152, 0.14639824628829956, 0.11160480976104736, 0.09839621186256409]	[[0.41461294889450073, 0.5027273297309875, 0.4468991160392761, 0.5173160433769226], [0.4093446433544159, 0.4412746727466583, 0.4331386387348175, 0.45334479212760925], [0.41934341192245483, 0.5081103444099426, 0.43777996301651, 0.5173998475074768], [0.3495805859565735, 0.08461318910121918, 0.37370651960372925, 0.1000833511352539], [0.40679824352264404, 0.3978283405303955, 0.4357627034187317, 0.4127136468887329]]
/rob535-fall2021-final-project-data//est/	[0, 37, 37, 0, 0]	[0.20243129134178162, 0.09930190443992615, 0.06550377607345581, 0.059817373752593994, 0.05867117643356323]	[[0.44321638345718384, 0.5167999267578125, 0.4627535343170166, 0.5279284715652466], [0.29626670479774475, 0.09611792117357254, 0.3192996680736542, 0.11367734521627426], [0.2911284267902374, 0.105710968375206, 0.3189562261104584, 0.13462819159030914], [0.3491065800189972, 0.33659088611602783, 0.9634884595870972, 0.5451152920722961], [0.4556623101234436, 0.4616645574569702, 0.4663146138191223, 0.46973854303359985]]
/rob535-fall2021-final-project-data//est/	[2, 2, 2, 15, 27]	[0.09774458408355713, 0.06945294141769409, 0.06568488478660583, 0.05732017755508423, 0.05637383460998535]	[[0.4579178988933563, 0.09762392938137054, 0.5199395418167114, 0.1854887753725052], [0.39544594287872314, 0.3248707056045532, 0.42531806230545044, 0.3785696029663086], [0.40133166313171387, 0.3717920780181885, 0.42174869775772095, 0.39575594663619995], [0.09365624934434891, 0.5728410482406616, 0.10913895815610886, 0.5843672752380371], [0.09010756015777588, 0.5399491786956787, 0.3965231478214264, 0.6100606918334961]]
/rob535-fall2021-final-project-data//est/	[7, 2, 0, 0, 0]	[0.3309701085090637, 0.2090420126914978, 0.16758200526237488, 0.07898026704788208, 0.06954461336135864]	[[0.39504244923591614, 0.40598317980766296, 0.4620266854763031, 0.4955139458179474], [0.39504244923591614, 0.40598317980766296, 0.4620266854763031, 0.4955139458179474], [0.40920406579971313, 0.4571811258792877, 0.4435955286026001, 0.47958359122276306], [0.4076530933380127, 0.4900956153869629, 0.43568503856658936, 0.5044148564338684], [0.41030895709991455, 0.6205961108207703, 0.4326096773147583, 0.6305413842201233]]
/rob535-fall2021-final-project-data//est/	[9, 2, 0, 2, 9]	[0.24044269323349, 0.17212951183319092, 0.10346728563308716, 0.09672051668167114, 0.08325907588005066]	[[0.2871645987033844, 0.3692074716091156, 0.3202894628047943, 0.37866583466529846], [0.411858469247818, 0.32701247930526733, 0.44789549708366394, 0.3623402714729309], [0.4050459563732147, 0.5564594268798828, 0.4224947392940521, 0.5659294128417969], [0.4050459563732147, 0.5564594268798828, 0.4224947392940521, 0.5659294128417969], [0.29838496446609497, 0.3178168833255768, 0.3215840458869934, 0.3257093131542206]]
/rob535-fall2021-final-project-data//est/	[0, 0, 0, 0, 0]	[0.5663493275642395, 0.3220067024230957, 0.3121423125267029, 0.12130537629127502, 0.08995965123176575]	[[0.4050341248512268, 0.5004824995994568, 0.43813174962997437, 0.5120498538017273], [0.4135180115699768, 0.47826439142227173, 0.43362319469451904, 0.4859095811843872], [0.4059939384460449, 0.4928504228591919, 0.44707608222961426, 0.5062376856803894], [0.3407362103462219, 0.29717597365379333, 0.4446982145309448, 0.31707456707954407], [0.4139891266822815, 0.4671781659126282, 0.4465646743774414, 0.4791530966758728]]
/rob535-fall2021-final-project-data//est/	[0, 0, 0, 0, 0]	[0.8698583245277405, 0.6325774192810059, 0.3609883189201355, 0.2836571931838989, 0.19663012027740479]	[[0.37686270475387573, 0.5238012671470642, 0.41150033473968506, 0.5349264740943909], [0.37855562567710876, 0.5399758815765381, 0.41129836440086365, 0.552863359451294], [0.36265137791633606, 0.34590333700180054, 0.41669324040412903, 0.36726629734039307], [0.3659682869911194, 0.4646637439727783, 0.3989369869232178, 0.4764453172683716], [0.37134721875190735, 0.641481876373291, 0.4109412729740143, 0.6608701944351196]]
/rob535-fall2021-final-project-data//est/	[9, 9, 9, 2, 9]	[0.0916534960269928, 0.08112877607345581, 0.05845445394515991, 0.05786910653114319, 0.05552881956100464]	[[0.32976391911506653, 0.3811745345592499, 0.3745401203632355, 0.39648136496543884], [0.3348417282104492, 0.29722556471824646, 0.35755449533462524, 0.3095228374004364], [0.33138036727905273, 0.35515928268432617, 0.36042898893356323, 0.36917924880981445], [0.4435254633426666, 0.17610567808151245, 0.4660790264606476, 0.2010514736175537], [0.3230675160884857, 0.17454922199249268, 0.3531610667705536, 0.18930044770240784]]
/rob535-fall2021-final-project-data//est/	[9, 9, 2, 2, 9]	[0.0896870493888855, 0.08894804120063782, 0.082339346408844, 0.08130234479904175, 0.0722985565662384]	[[0.20501424372196198, 0.09779995679855347, 0.2516474723815918, 0.1099352240562439], [0.33915871381759644, 0.6201695799827576, 0.36196714639663696, 0.6309638619422913], [0.38780322670936584, 0.5141393542289734, 0.40977129340171814, 0.5305392146110535], [0.44723090529441833, 0.6812021732330322, 0.4733366072177887, 0.7340476512908936], [0.23503580689430237, 0.9310722351074219, 0.2594085931777954, 0.9403243064880371]]
/rob535-fall2021-final-project-data//est/	[2, 2, 9, 2, 2]	[0.12183955311775208, 0.1132541298866272, 0.11037251353263855, 0.10637694597244263, 0.08287903666496277]	[[0.4545215964317322, 0.9413819313049316, 0.4850426912307739, 0.9914907217025757], [0.3930608928203583, 0.1100330576300621, 0.42213186621665955, 0.15357652306556702], [0.2616056501865387, 0.3536875545978546, 0.33706191182136536, 0.37329360842704773], [0.3977982997894287, 0.38710126280784607, 0.4143928289413452, 0.4081285297870636], [0.4517940282821655, 0.05569930002093315, 0.47261953353881836, 0.08489742875099182]]
/rob535-fall2021-final-project-data//est/	[2, 2, 9, 2, 2]	[0.2668001055717468, 0.1298510730266571, 0.12435483932495117, 0.10517862439155579, 0.10168048739433289]	[[0.39018169045448303, 0.3771507740020752, 0.41083088517189026, 0.4040803909301758], [0.394379585981369, 0.3450985252857208, 0.41712185740470886, 0.36623623967170715], [0.23449094593524933, 0.32612019777297974, 0.32944121956825256, 0.34764277935028076], [0.38676193356513977, 0.4655238687992096, 0.4075503647327423, 0.4804407060146332], [0.3956095278263092, 0.28638768196105957, 0.4197128117084503, 0.31205201148986816]]
/rob535-fall2021-final-project-data//est/	[2, 2, 2, 2, 84]	[0.5143964886665344, 0.38383808732032776, 0.3241507411003113, 0.31572285294532776, 0.21756142377853394]	[[0.4077666699886322, 0.5136733651161194, 0.42457321286201477, 0.5270773768424988], [0.40255454182624817, 0.5588610768318176, 0.4206213057041168, 0.5760964751243591], [0.4084216058254242, 0.4525797665119171, 0.4265426695346832, 0.46595385670661926], [0.39995595812797546, 0.5840644240379333, 0.42767831683158875, 0.6146865487098694], [0.20414519309997559, 0.612785279750824, 0.27200591564178467, 0.6381047368049622]]
/rob535-fall2021-final-project-data//est/	[0, 0, 8, 0, 8]	[0.9063924551010132, 0.15034595131874084, 0.0784396231174469, 0.07631200551986694, 0.07128322124481201]	[[0.39774253964424133, 0.35250166058540344, 0.46653661131858826, 0.3756504952907562], [0.405927449464798, 0.36176592111587524, 0.43231889605522156, 0.37360525131225586], [0.0, 0.07873746007680893, 0.3899824023246765, 0.1928030252456665], [0.4041275084018707, 0.473389595746994, 0.42598846554756165, 0.483480840921402], [0.16937313973903656, 0.16017623245716095, 0.4270886182785034, 0.30655813217163086]]
/rob535-fall2021-final-project-data//est/	[0, 2, 0, 2, 0]	[0.772573709487915, 0.44019371271133423, 0.24398905038833618, 0.1664506494998932, 0.15735900402069092]	[[0.41935935616493225, 0.494617223739624, 0.4562065303325653, 0.5112427473068237], [0.4109099209308624, 0.4430507719516754, 0.43343934416770935, 0.46751847863197327], [0.4128442406654358, 0.46407249569892883, 0.44685590267181396, 0.47897806763648987], [0.41935935616493225, 0.494617223739624, 0.4562065303325653, 0.5112427473068237], [0.4079782962799072, 0.6016734838485718, 0.44927698373794556, 0.6271941661834717]]
/rob535-fall2021-final-project-data//est/	[2, 7, 0, 5, 9]	[0.29423001408576965, 0.26218920946121216, 0.06316819787025452, 0.059746772050857544, 0.05936992168426514]	[[0.4179996848106384, 0.04943029582500458, 0.4637567400932312, 0.09415212273597717], [0.4179996848106384, 0.04943029582500458, 0.4637567400932312, 0.09415212273597717], [0.4235059916973114, 0.02890007197856903, 0.4600611627101898, 0.04637250304222107], [0.4179996848106384, 0.04943029582500458, 0.4637567400932312, 0.09415212273597717], [0.30504804849624634, 0.25894853472709656, 0.326191782951355, 0.26661571860313416]]
/rob535-fall2021-final-project-data//est/	[0, 0, 0, 0, 2]	[0.2892609238624573, 0.18734073638916016, 0.11540520191192627, 0.0725620687007904, 0.05015632510185242]	[[0.3953491449356079, 0.9263449907302856, 0.41765618324279785, 0.9367516040802002], [0.395332396030426, 0.8880781531333923, 0.41983115673065186, 0.8975012898445129], [0.39481115341186523, 0.08125457167625427, 0.42765551805496216, 0.11745841801166534], [0.3723696768283844, 0.09373871982097626, 0.42988017201423645, 0.13784240186214447], [0.39197203516960144, 0.32585597038269043, 0.4258197247982025, 0.36474817991256714]]
